participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.test_question_1,player.test_question_2,player.test_question_3,player.test_question_4,player.payoff,group.id_in_subsession,group.option1,group.option2,group.amount_offered,group.option_chosen,group.current_opponent,group.payout,group.soc_or_no,group.offer_accepted,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,11,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,12,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,13,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,14,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,15,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,16,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,17,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,18,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,19,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,20,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,21,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,22,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,23,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,24,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,25,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,26,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,27,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,28,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,29,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,30,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,31,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,32,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,33,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,34,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,35,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,36,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,37,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,38,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,39,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,40,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,41,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,42,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,43,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,44,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,45,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,46,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,47,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,48,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,49,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,50,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,51,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,52,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,53,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,54,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,55,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,56,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,57,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,58,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,59,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,60,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,61,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,62,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,63,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,64,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,65,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,66,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,67,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,68,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,69,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,70,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,71,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,72,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,73,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,74,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,75,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,76,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,77,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,78,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,79,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,80,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,81,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,82,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,83,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,84,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,85,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,86,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,87,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,88,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,89,2dsbpta6,,,,,,1
1,4hcgh0zo,,0,67,1260,my_ultimatum_priors_social,17,Offer,10.37.225.74,2017-11-15 10:17:10.573244+00:00,1,,,0,1,,,,,0,1,,,,,,,,,90,2dsbpta6,,,,,,1
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,0,18,0,Option 1,square,20,Non-social,1,1,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,8,16,8,Option 1,circle,12,Non-social,1,2,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,7,19,7,Option 1,circle,13,Non-social,1,3,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,1,5,1,Option 1,square,19,Non-social,1,4,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,7,17,7,Option 1,circle,13,Non-social,1,5,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,11,17,11,Option 1,circle,9,Non-social,1,6,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,1,3,1,Option 1,triangle,0,Non-social,0,7,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,3,13,3,Option 1,square,17,Non-social,1,8,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,3,17,3,Option 1,circle,17,Non-social,1,9,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,5,15,5,Option 1,circle,15,Non-social,1,10,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,11,19,11,Option 1,circle,9,Non-social,1,11,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,4,20,4,Option 1,triangle,16,Non-social,1,12,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,5,19,5,Option 1,circle,15,Non-social,1,13,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,1,11,1,Option 1,circle,0,Non-social,0,14,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,1,9,1,Option 1,circle,19,Non-social,1,15,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,4,16,4,Option 1,square,16,Non-social,1,16,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,7,11,7,Option 1,triangle,13,Non-social,1,17,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,3,9,3,Option 1,triangle,0,Non-social,0,18,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,4,6,4,Option 1,triangle,16,Non-social,1,19,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,8,18,8,Option 1,circle,12,Non-social,1,20,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,10,14,10,Option 1,square,10,Non-social,1,21,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,2,20,2,Option 1,circle,0,Non-social,0,22,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,2,6,2,Option 1,circle,18,Non-social,1,23,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,6,10,6,Option 1,circle,14,Non-social,1,24,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,5,17,5,Option 1,circle,15,Non-social,1,25,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,9,13,9,Option 1,circle,11,Non-social,1,26,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,9,15,9,Option 1,circle,11,Non-social,1,27,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,17,19,17,Option 1,square,3,Non-social,1,28,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,12,20,12,Option 1,square,8,Non-social,1,29,jhpv2v6n,,,,,,0
1,kt36tyys,,0,1261,1260,my_ultimatum_3cond_block,120,Results,10.165.111.222,2017-11-15 10:17:14.127988+00:00,1,,,0,1,,,,,0,1,3,9,3,Option 1,triangle,0,Non-social,0,30,jhpv2v6n,,,,,,0
